Order,Family,Genus_species,FAD,LAD,lnMass_g,PBDB life habit,PBDB_diet,taxon rank at which diet assignment was made,Recoded_Diet,Recoded_groups
Acreodi,Mesonychidae,Ankalagon saurognathus,61.25,61.2,10.396,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Temnocyon altigenis,30.75,28.5,10.4225,ground dwelling,carnivore,species,carnivore,carnivore guild
Acreodi,Mesonychidae,Pachyaena gracilis,55.25,53.05,10.427,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Miracinonyx studeri,4.2,0.069,10.44648449,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Brachyrhynchocyon dodgei,37.1,34.95,10.45088518,ground dwelling,carnivore,species,carnivore,carnivore guild
Creodonta,Hyaenodontidae,Hyaenodon horridus,36.9,33,10.48551769,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,NA,Borophagus secundus,11.6,5.8,10.50807682,ground dwelling,carnivore,species,carnivore,carnivore guild
Creodonta,Oxyaenidae,Palaeonictis occidentalis,58.1,53.05,10.53,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,NA,Borophagus littoralis,11.7,11.6,10.55881614,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,NA,Borophagus pugnator,11.4,7.6,10.58152217,ground dwelling,carnivore,species,carnivore,carnivore guild
Creodonta,Oxyaenidae,Oxyaena intermedia,55.8,53.3,10.582,ground dwelling,carnivore,species,carnivore,carnivore guild
Creodonta,Oxyaenidae,Palaeonictis peloria,56.1,56.1,10.59286076,ground dwelling,carnivore,species,carnivore,carnivore guild
Creodonta,Hyaenodontidae,Oxyaenodon dysodus,43,41.65,10.62315494,ground dwelling,carnivore,species,carnivore,carnivore guild
Creodonta,Oxyaenidae,Dipsalodon matthewi,57,56.1,10.638,ground dwelling,carnivore,species,carnivore,carnivore guild
Acreodi,Mesonychidae,Harpagolestes brevipes,44.75,44.75,10.67047207,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Cynelos lemanensis,21.2,21.2,10.71392844,ground dwelling,carnivore,species,carnivore,carnivore guild
Creodonta,Oxyaenidae,Patriofelis ulta,51.45,46.45,10.785,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Canidae,Canis lupus,3.094,0.006,10.7955,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Miracinonyx inexpectatus,2.95,0.069,10.8342098,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Paradaphoenus minimus,36.05,33.4,10.86820164,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Smilodon gracilis,3.65,0.069,10.869,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Daphoenodon notionastes,23.05,21.9,10.90139329,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,NA,Borophagus hilli,10,3.35,10.9023181,ground dwelling,carnivore,species,carnivore,carnivore guild
Acreodi,Mesonychidae,Mesonyx obtusidens,51.75,44.75,10.915,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Megantereon hesperus,7.6,3.5,10.91739447,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Nimravides hibbardi,8.1,8.1,10.946,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Nimravidae,Pogonodon eileenae,25,25,10.97,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Dinofelis palaeoonca,3.35,3.3,10.977,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Nimravidae,Nimravus intermedius,NA,NA,11.03398777,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Megantereon cultridens,3.96,1.6845,11.05010586,scansorial,carnivore,species,carnivore,carnivore guild
Creodonta,Oxyaenidae,Oxyaena forcipata,54.3,52.2,11.057,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Megantereon nihowanensis,1.3,1.3,11.08003947,scansorial,carnivore,species,carnivore,carnivore guild
Creodonta,Oxyaenidae,Patriofelis ferox,49.25,46.15,11.082,ground dwelling,carnivore,species,carnivore,carnivore guild
Acreodi,Mesonychidae,Pachyaena ossifraga,55.45,53.1,11.08214255,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Nimravidae,Hoplophoneus occidentalis,33.8,33.8,11.11809552,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Mammacyon obtusidens,21.75,21.75,11.16,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Temnocyon percussor,21.45,20.85,11.178,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,NA,Borophagus diversidens,4.6,1.3,11.20740799,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Hyaenidae,Allohyaena kadici,8.225,8.225,11.22510233,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Panthera onca,1.6845,0.01002,11.253,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Hyaenidae,Pliocrocuta perrieri,4.266,0.4535,11.28266696,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Daphoenodon superbus,22.5,17.375,11.29362949,ground dwelling,carnivore,species,carnivore,carnivore guild
Acreodi,Mesonychidae,Pachyaena gigantea,55.1,53.05,11.31080928,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Ysengrinia depereti,16.435,16.435,11.34023158,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Panthera gombaszoegensis,3.96,0.4535,11.40700655,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Homotherium crusafonti,3.5,3.5,11.445,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Ysengrinia gerandiana,21.2,21.2,11.45536084,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Daphoenodon skinneri,20.9,20.9,11.45948858,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Nimravidae,Nimravus sectator,24,24,11.486,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Cynelos idoneus,17.6,17.6,11.57,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Pratifelis martini,8,8,11.6045,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Amphicyon longiramus,21.7,17.05,11.62401942,ground dwelling,carnivore,species,carnivore,carnivore guild
Creodonta,Oxyaenidae,Malfelis badwaterensis,52.1,52.1,11.68175573,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Adilophontes brachykolos,20.9,20.8,11.69899216,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Nimravides galiani,11.8,11.65,11.76424836,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Homotherium johnstoni,3.3,3.3,11.816,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Hyaenidae,Chasmaporthetes ossifragus,3.4,0.85,11.82335784,ground dwelling,carnivore,species,carnivore,carnivore guild
Acreodi,Mesonychidae,Harpagolestes leotensis,41.55,41.15,11.914,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Smilodon populator,1.6845,0.01002,11.91818044,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Daphoenodon falkenbachi,20.8,20.2,11.9269489,ground dwelling,carnivore,species,carnivore,carnivore guild
Acreodi,Mesonychidae,Harpagolestes macrocephalus,47.55,47.55,11.9375,ground dwelling,carnivore,species,carnivore,carnivore guild
Acreodi,Mesonychidae,Harpagolestes uintensis,44.95,42.7,11.961,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Pliocyon medius,15.55,14.5,11.9633786,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Ysengrinia americana,21.6,20.2,11.9800865,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Homotherium serum,1.3,0.069,11.98931494,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Pseudocyon sansaniensis,18.45,11.608,12.04155996,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Smilodon fatalis,1.3,0.00941,12.04480319,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Pliocyon robustus,13.6,13.6,12.1105,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Amphicyon major,18.2,10.154,12.11672209,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Cynelos sinapius,16.75,14.45,12.12109325,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Homotherium idahoensis,2.6,2.35,12.138,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Amphicyon galushai,19.9,19.8,12.15387308,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Amphimachairodus giganteus,8.47,3.96,12.25435786,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Ischyrocyon gidleyi,12,11.7,12.29824209,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Felidae,Panthera leo,3.96,0.006,12.39623091,scansorial,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Amphicyon giganteus,21.2,16.435,12.61125855,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Amphicyon frendens,17.6,14.7,12.64506029,ground dwelling,carnivore,species,carnivore,carnivore guild
Carnivora,Amphicyonidae,Amphicyon ingens,16.65,13.75,12.93956003,ground dwelling,carnivore,species,carnivore,carnivore guild
Creodonta,Hyaenodontidae,Hyaenodon weilini,NA,NA,13.41652442,ground dwelling,carnivore,species,carnivore,carnivore guild
Didelphimorphia,Stagodontidae,Pariadens kirklandi,96.55,93.3,4.22,scansorial,"carnivore, durophage",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mustela nivalis,1.3,0.01228,1.25,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mustela erminea,0.55,0.011385,3.775,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mustela frenata,1.85,0.006,4.297,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Sminthosinis bowleri,3.75,3.75,4.61,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Buisnictis schoffi,7.4,3.5,4.687,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mustela rexroadensis,7.25,2.5,4.856405501,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Martes foxi,3.5,3.5,5.088672403,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Miomustela madisonae,13.2,13,5.143171852,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Cernictis hesperus,9.15,9.15,5.18,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,NA,Palaeogale minuta,24.75,16.435,5.235,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Spilogale putorius,2.1,0.006,5.3685,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Martinogale alveodens,9.15,7.15,5.406960334,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mustela nigripes,0.3,0.01228,5.52,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,NA,Ictidopappus mustelinus,60.8,60.8,5.606,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mustela vison,0.85,0.00941,5.612,amphibious,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Martes stirtoni,11.8,11.8,5.835076255,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Plionictis ogygia,17.2,11.4,6.022501652,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,NA,Palaeogale dorothiae,26.25,24.4,6.099,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Brachyprotoma obtusata,0.85,0.00941,6.104597616,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mustela meltoni,3.5,3.5,6.122,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,NA,Palaeogale sectoria,35.85,17.375,6.208,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Spilogale rexroadi,3.5,3.3,6.282,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mionictis letifer,17.1,17.1,6.471,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Pliotaxidea nevadensis,10.45,7,6.5945,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Buisnictis breviramus,3.75,3.35,6.653045671,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Brachyopsigale dubius,7.4,3.4,6.653045671,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mustela jacksoni,0.1,0.1,6.675194185,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Dinogale siouxensis,17.6,17.6,6.6865,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Buisnictis burrowsi,3,3,6.68949201,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Conepatus leuconotus,0.3,0.069,6.811,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
NA,NA,Vulpavus australis,55.3,50.9375,7.027,arboreal,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Miacidae,Uintacyon rudis,57.25,53.3,7.103,arboreal,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Cynarctoides harlowi,20.95,20.95,7.124,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Cynarctoides roii,27.25,24.4,7.153,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Trocharion albanense,16.435,10.4,7.17024998,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Otarocyon cooki,25.2,24.9,7.2,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
NA,NA,Vulpavus profectus,47.4,46.45,7.24,arboreal,"carnivore, omnivore",species,carnivore,carnivore guild
NA,NA,Vulpavus canavus,53.9,50.9375,7.24,arboreal,"carnivore, omnivore",species,carnivore,carnivore guild
NA,NA,Martes flavigula,NA,NA,7.265429723,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Brachypsalis matutinus,17.6,17.6,7.373,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Pliogale manka,12.45,12.45,7.389,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Sthenictis junturensis,12.5,12.5,7.402,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
NA,NA,Vulpavus palustris,50.65,46.45,7.452,arboreal,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Plionictis oregonensis,9.8,9.8,7.472,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,NA,Procynodictis vulpiceps,50.45,41.55,7.483258542,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Archaeocyon pavidus,31.15,27.75,7.515026914,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Taxidea taxus,3.5,0.01228,7.5485,semifossorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Pliotaxidea garberi,7.65,7.25,7.567287386,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Phlaocyon taylori,24.75,24.75,7.57,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Miacidae,Uintacyon massetericus,55.4,53.4875,7.57,arboreal,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Cynarctoides lemur,28.5,23.05,7.574399613,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Cynarctoides luskensis,20.8,20.7,7.598377481,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Miacidae,Miocyon major,50.45,48.95,7.607,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Trigonictis macrodon,4.5,1.5,7.6145,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Oxetocyon cuspidatus,31.25,31.15,7.636517708,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Cynarctoides gawnae,19.6,19.6,7.685683786,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Cynarctoides emryi,19.9,19.9,7.70975018,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Phlaocyon achoros,23.05,23.05,7.8305,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Phlaocyon latidens,28.75,25.615,7.857933492,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Cynarctoides acridens,21.55,15.05,7.867919977,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Mephitis mephitis,3.5,0.006,7.879,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,NA,Procynodictis progressus,42.85,40.75,7.880862241,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Lontra canadensis,1.85,0.006,7.8865,amphibious,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Sthenictis dolichops,15.9,13.2,7.931,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Rhizocyon oregonensis,28.5,25.615,7.946362789,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Martes foina,1.3,0.3965,7.958576904,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Viverridae,Viverra leakeyi,9.427,3.094,8.006088368,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Archaeocyon leptodus,30.9,24.4,8.051322247,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Lutravus halli,11.4,7.75,8.058326153,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Hesperocyon gregarius,42.3,31.05,8.075,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Phlaocyon annectens,21.05,20.85,8.075019661,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Phlaocyon minor,25.2,20.7,8.10078719,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,NA,Prohesperocyon wilsoni,36.55,36.55,8.123,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Miacidae,Vassacyon promicrodon,54.9,53.25,8.134,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Miacidae,Uintacyon asodes,53.4875,51.75,8.148,arboreal,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Canidae,Phlaocyon leucosteus,21.75,17.375,8.214696123,ground dwelling,"carnivore, omnivore",species,carnivore,carnivore guild
Carnivora,Mustelidae,Promartes lepidus,21.95,17.375,8.246,scansorial,"carnivore, omnivore",species,carnivore,carnivore guild
